Unnamed: 0,TotalT,Temp,LSR,CA,Size,IsoT,HeatT,Ramp,F_X,Ro,logRo,P,logP,H,logH,Source,Acetyl,acetic,fenton,formic,malic,none,oxalic,phosphoric,sulfuric,acacia,aspen,basswood,beech,birch,carob,eucalyptus,maple,meranti,mixed,oak,olive,paulownia,poplar,vine,willow,Yield
1688,60,398.15,8,2.431389235,0.5,59.03101852,0.968981481,103.2011467,33.20454545,321.4938124,5.772978298,12.46897783,2.523243786,14.93936659,2.703999782,DesignOfProcessParametersForProudctionOfXylose.xlsx,3.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38.54893908
1705,60,398.15,10,0.810463078,0.5,59.03101852,0.968981481,103.2011467,33.20454545,321.4938124,5.772978298,12.46897783,2.523243786,14.93936659,2.703999782,DesignOfProcessParametersForProudctionOfXylose.xlsx,3.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43.66872005
1868,70,403.15,8,0.405231539,0.5,68.98256944,1.017430556,103.2011467,33.20454545,527.29078,6.267752161,23.32638091,3.149584948,28.84202401,3.361833491,DesignOfProcessParametersForProudctionOfXylose.xlsx,3.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35.41683778
1912,60,403.15,8,0.405231539,0.5,58.98256944,1.017430556,103.2011467,33.20454545,450.8525168,6.111140272,19.94489177,2.992973059,24.66096433,3.205221602,DesignOfProcessParametersForProudctionOfXylose.xlsx,3.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35.65776865
1982,60,393.15,8,0.405231539,0.5,59.07946759,0.920532407,103.2011467,33.20454545,229.2505819,5.434815649,7.702501263,2.041545115,8.935280436,2.190007534,DesignOfProcessParametersForProudctionOfXylose.xlsx,3.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29.39356605
113,100,423.15,10,0.1086,2,95,5,25,12.386,2817.787834,7.9437074,188.7847729,5.240607598,262.7975381,5.571383919,effect_of_liquid_to_solid_ratio_on_autohydrolysis_of_eucalyptus_globulus_wood_meal.xlsx,2.128411429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32.13305345
203,100,423.15,20,0,2,95,5,25,12.386,2817.787834,7.9437074,188.7847729,5.240607598,262.7975381,5.571383919,effect_of_liquid_to_solid_ratio_on_autohydrolysis_of_eucalyptus_globulus_wood_meal.xlsx,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.27191991
584,100,423.15,3,0,2,95,5,25,12.386,2817.787834,7.9437074,188.7847729,5.240607598,262.7975381,5.571383919,effect_of_liquid_to_solid_ratio_on_autohydrolysis_of_eucalyptus_globulus_wood_meal.xlsx,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.48151138
841,100,423.15,10,0,2,95,5,25,12.386,2817.787834,7.9437074,188.7847729,5.240607598,262.7975381,5.571383919,effect_of_liquid_to_solid_ratio_on_autohydrolysis_of_eucalyptus_globulus_wood_meal.xlsx,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.51412886
873,100,423.15,5,0.1086,2,95,5,25,12.386,2817.787834,7.9437074,188.7847729,5.240607598,262.7975381,5.571383919,effect_of_liquid_to_solid_ratio_on_autohydrolysis_of_eucalyptus_globulus_wood_meal.xlsx,2.128411429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41.82141127
1008,100,423.15,5,0,2,95,5,25,12.386,2817.787834,7.9437074,188.7847729,5.240607598,262.7975381,5.571383919,effect_of_liquid_to_solid_ratio_on_autohydrolysis_of_eucalyptus_globulus_wood_meal.xlsx,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.92346197
1100,100,423.15,20,0.1086,2,95,5,25,12.386,2817.787834,7.9437074,188.7847729,5.240607598,262.7975381,5.571383919,effect_of_liquid_to_solid_ratio_on_autohydrolysis_of_eucalyptus_globulus_wood_meal.xlsx,2.128411429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28.09623769
1143,100,423.15,35,0.1086,2,95,5,25,12.386,2817.787834,7.9437074,188.7847729,5.240607598,262.7975381,5.571383919,effect_of_liquid_to_solid_ratio_on_autohydrolysis_of_eucalyptus_globulus_wood_meal.xlsx,2.128411429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28.58065558
1328,0,423.15,3,0,2,0,0,0,12.386,0,0,0,0,0,0,effect_of_liquid_to_solid_ratio_on_autohydrolysis_of_eucalyptus_globulus_wood_meal.xlsx,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1603,100,423.15,3,0.1086,2,95,5,25,12.386,2817.787834,7.9437074,188.7847729,5.240607598,262.7975381,5.571383919,effect_of_liquid_to_solid_ratio_on_autohydrolysis_of_eucalyptus_globulus_wood_meal.xlsx,2.128411429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42.70951074
1826,100,423.15,50,0,2,95,5,25,12.386,2817.787834,7.9437074,188.7847729,5.240607598,262.7975381,5.571383919,effect_of_liquid_to_solid_ratio_on_autohydrolysis_of_eucalyptus_globulus_wood_meal.xlsx,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.800258356
105,64.875,433.15,8,0,8,48,16.875,8,18.86363636,2804.547879,7.938997621,217.4788805,5.382101745,319.9092407,5.768037333,EffectofEucalytpusGlobulusWoodAutohydrolysis.xlsx,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.301204819
394,0,433.15,8,0,8,0,0,8,18.86363636,0,0,0,0,0,0,EffectofEucalytpusGlobulusWoodAutohydrolysis.xlsx,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
487,46.875,433.15,8,0,8,30,16.875,8,18.86363636,1752.842424,7.468993992,135.9243003,4.912098116,199.9432755,5.298033704,EffectofEucalytpusGlobulusWoodAutohydrolysis.xlsx,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.180722892
580,56.875,433.15,8,0,8,40,16.875,8,18.86363636,2337.123233,7.756676064,181.2324004,5.199780188,266.591034,5.585715776,EffectofEucalytpusGlobulusWoodAutohydrolysis.xlsx,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.763855422
677,82.875,433.15,8,0,8,66,16.875,8,18.86363636,3856.253334,8.257451352,299.0334607,5.700555476,439.875206,6.086491064,EffectofEucalytpusGlobulusWoodAutohydrolysis.xlsx,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.959036145
1294,70.875,433.15,8,0,8,54,16.875,8,18.86363636,3155.116364,8.056780657,244.6637406,5.49988478,359.8978958,5.885820369,EffectofEucalytpusGlobulusWoodAutohydrolysis.xlsx,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.997590361
1825,76.875,433.15,8,0,8,60,16.875,8,18.86363636,3505.684849,8.162141172,271.8486007,5.605245296,399.8865509,5.991180884,EffectofEucalytpusGlobulusWoodAutohydrolysis.xlsx,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.898795181
29,19,433.15,9,0.152937938,0.84,15,4,67.5,16.59090909,876.4212122,6.775846811,67.96215016,4.218950935,99.97163773,4.604886523,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.35061088
36,34,433.15,9,0.152937938,0.84,30,4,67.5,16.59090909,1752.842424,7.468993992,135.9243003,4.912098116,199.9432755,5.298033704,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.96741947
102,26,448.15,9,0.152937938,0.84,22,4,75,16.59090909,3553.855026,8.175788216,320.2922539,5.769233872,509.4301669,6.233292781,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.06049218
495,12,448.15,9,0.152937938,0.84,8,4,75,16.59090909,1292.310919,7.164187304,116.4699105,4.757632961,185.2473334,5.22169187,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.22730028
617,7,433.15,9,0.152937938,0.84,3,4,67.5,16.59090909,175.2842424,5.166408899,13.59243003,2.609513023,19.99432755,2.995448611,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.43576453
816,8,433.15,9,0.152937938,0.84,4,4,67.5,16.59090909,233.7123233,5.454090971,18.12324004,2.897195095,26.6591034,3.283130683,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.20214735
831,10,448.15,9,0.152937938,0.84,6,4,75,16.59090909,969.2331889,6.876505232,87.35243288,4.469950888,138.9355001,4.934009797,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.05891623
904,40,433.15,9,0.152937938,0.84,36,4,67.5,16.59090909,2103.410909,7.651315549,163.1091604,5.094419672,239.9319306,5.48035526,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.47908182
981,10,433.15,9,0.152937938,0.84,6,4,67.5,16.59090909,350.5684849,5.859556079,27.18486007,3.302660203,39.98865509,3.688595791,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.26878934
1005,6,448.15,9,0.152937938,0.84,2,4,75,16.59090909,323.0777296,5.777892943,29.11747763,3.3713386,46.31183335,3.835397508,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.528791369
1006,17,448.15,9,0.152937938,0.84,13,4,75,16.59090909,2100.005243,7.64969512,189.2636046,5.243140776,301.0269168,5.707199685,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.216996
1097,28,433.15,9,0.152937938,0.84,24,4,67.5,16.59090909,1402.27394,7.245850441,108.7394403,4.688954564,159.9546204,5.074890152,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.7115883
1112,15,448.15,9,0.152937938,0.84,11,4,75,16.59090909,1776.927513,7.482641036,160.1461269,5.076086692,254.7150834,5.540145601,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.01018305
1121,7,448.15,9,0.152937938,0.84,3,4,75,16.59090909,484.6165944,6.183358051,43.67621644,3.776803708,69.46775003,4.240862617,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9733301
1231,16,433.15,9,0.152937938,0.84,12,4,67.5,16.59090909,701.1369698,6.55270326,54.36972013,3.995807384,79.97731019,4.381742972,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.76416142
1308,13,433.15,9,0.152937938,0.84,9,4,67.5,16.59090909,525.8527273,6.265021188,40.7772901,3.708125311,59.98298264,4.094060899,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.79452055
1460,22,433.15,9,0.152937938,0.84,18,4,67.5,16.59090909,1051.705455,6.958168368,81.5545802,4.401272492,119.9659653,4.78720808,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.47093669
1550,14,448.15,9,0.152937938,0.84,10,4,75,16.59090909,1615.388648,7.387330856,145.5873881,4.980776512,231.5591668,5.444835421,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.05891623
1866,8,448.15,9,0.152937938,0.84,4,4,75,16.59090909,646.1554593,6.471040124,58.23495525,4.06448578,92.62366671,4.528544689,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.64092617
1958,6.75,448.15,9,0.152937938,0.84,2.75,4,75,16.59090909,444.2318782,6.096346674,40.03653174,3.689792331,63.67877086,4.15385124,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.82713056
251,118,433.15,4,0.045708819,0.42,118,0,0,25.02272727,6894.513536,8.838481235,534.6355813,6.281585358,786.4435502,6.667520946,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23.81834696
266,30,443.15,4,0.091201084,0.42,30,0,0,25.02272727,3452.866703,8.146960094,298.5902279,5.699072158,462.9771018,6.137677597,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.28501362
422,60,433.15,4,0.091201084,0.42,60,0,0,25.02272727,3505.684849,8.162141172,271.8486007,5.605245296,399.8865509,5.991180884,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37.48592189
438,60,443.15,4,0.045708819,0.42,60,0,0,25.02272727,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24.17002725
456,30,453.15,4,0.045708819,0.42,30,0,0,25.02272727,6801.688677,8.824926195,633.5333936,6.451312711,1033.042272,6.94026339,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28.37420527
506,90,443.15,4,0.030199517,0.42,90,0,0,25.02272727,10358.60011,9.245572382,895.7706838,6.797684447,1388.931305,7.236289885,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.95476839
522,118,433.15,4,0.045708819,0.42,118,0,0,25.02272727,6894.513536,8.838481235,534.6355813,6.281585358,786.4435502,6.667520946,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.05413261
554,60,443.15,4,0.045708819,0.42,60,0,0,25.02272727,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42.0897366
751,30,443.15,4,0.091201084,0.42,30,0,0,25.02272727,3452.866703,8.146960094,298.5902279,5.699072158,462.9771018,6.137677597,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25.04922797
759,60,453.15,4,0.023442288,0.42,60,0,0,25.02272727,13603.37735,9.518073376,1267.066787,7.144459892,2066.084544,7.63341057,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.05286104
769,30,443.15,4,0.091201084,0.42,30,0,0,25.02272727,3452.866703,8.146960094,298.5902279,5.699072158,462.9771018,6.137677597,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35.45576748
788,60,453.15,4,0.023442288,0.42,60,0,0,25.02272727,13603.37735,9.518073376,1267.066787,7.144459892,2066.084544,7.63341057,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34.06503179
801,60,443.15,4,0.045708819,0.42,60,0,0,25.02272727,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24.45776567
804,30,453.15,4,0.045708819,0.42,30,0,0,25.02272727,6801.688677,8.824926195,633.5333936,6.451312711,1033.042272,6.94026339,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28.16639419
846,60,443.15,4,0.045708819,0.42,60,0,0,25.02272727,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30.38837421
986,60,433.15,4,0.091201084,0.42,60,0,0,25.02272727,3505.684849,8.162141172,271.8486007,5.605245296,399.8865509,5.991180884,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.39218892
1126,60,433.15,4,0.091201084,0.42,60,0,0,25.02272727,3505.684849,8.162141172,271.8486007,5.605245296,399.8865509,5.991180884,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38.28519528
1131,30,453.15,4,0.045708819,0.42,30,0,0,25.02272727,6801.688677,8.824926195,633.5333936,6.451312711,1033.042272,6.94026339,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43.89609446
1259,90,443.15,4,0.030199517,0.42,90,0,0,25.02272727,10358.60011,9.245572382,895.7706838,6.797684447,1388.931305,7.236289885,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27.87865577
1302,60,443.15,4,0.045708819,0.42,60,0,0,25.02272727,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29.86085377
1332,60,453.15,4,0.023442288,0.42,60,0,0,25.02272727,13603.37735,9.518073376,1267.066787,7.144459892,2066.084544,7.63341057,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.13642144
1403,90,443.15,4,0.030199517,0.42,90,0,0,25.02272727,10358.60011,9.245572382,895.7706838,6.797684447,1388.931305,7.236289885,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.9729337
1408,60,443.15,4,0.045708819,0.42,60,0,0,25.02272727,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29.65304269
1650,60,443.15,4,0.045708819,0.42,60,0,0,25.02272727,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42.5373297
1729,60,443.15,4,0.045708819,0.42,60,0,0,25.02272727,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25.89645777
1772,60,443.15,4,0.045708819,0.42,60,0,0,25.02272727,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41.92988193
1905,118,433.15,4,0.045708819,0.42,118,0,0,25.02272727,6894.513536,8.838481235,534.6355813,6.281585358,786.4435502,6.667520946,Effects_of_pretreatment_factors_on_fermentable_sugar_production.xlsx,3.439166667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37.64577657
69,55,423.15,10,0.20261577,3,20,35,2,16.81818182,593.2184914,6.385562782,39.74416271,3.68246298,55.3257975,4.013239301,EffectsOfCombinedPretreatmentOfDiluteAcidPre-extractionAndChemical-assistedMechanical.xlsx,4.041182796,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.77297297
346,75,423.15,10,0.20261577,3,40,35,2,16.81818182,1186.436983,7.078709963,79.48832541,4.375610161,110.651595,4.706386481,EffectsOfCombinedPretreatmentOfDiluteAcidPre-extractionAndChemical-assistedMechanical.xlsx,4.041182796,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.86486486
470,95,423.15,10,0.20261577,3,60,35,2,16.81818182,1779.655474,7.484175071,119.2324881,4.781075269,165.9773925,5.111851589,EffectsOfCombinedPretreatmentOfDiluteAcidPre-extractionAndChemical-assistedMechanical.xlsx,4.041182796,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35.37837838
1035,50,393.15,10,0.20261577,3,30,20,2,16.81818182,116.4112971,4.757129585,3.91125796,1.363859051,4.537251672,1.51232147,EffectsOfCombinedPretreatmentOfDiluteAcidPre-extractionAndChemical-assistedMechanical.xlsx,4.041182796,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.010810811
1040,115,423.15,10,0.20261577,3,80,35,2,16.81818182,2372.873966,7.771857143,158.9766508,5.068757341,221.30319,5.399533662,EffectsOfCombinedPretreatmentOfDiluteAcidPre-extractionAndChemical-assistedMechanical.xlsx,4.041182796,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41.14594595
68,20,443.15,10,0.333044695,0.84,20,0,0,19.96590909,2301.911136,7.741494985,199.060152,5.29360705,308.6514012,5.732212488,EnhancedXylooligosaccharidesYieldsAndEnymaticHydrolyzabilityOfCellulose.xlsx,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.45
121,30,443.15,10,0.832611736,0.84,30,0,0,19.96590909,3452.866703,8.146960094,298.5902279,5.699072158,462.9771018,6.137677597,EnhancedXylooligosaccharidesYieldsAndEnymaticHydrolyzabilityOfCellulose.xlsx,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.87
326,20,453.15,10,0.832611736,0.84,20,0,0,19.96590909,4534.459118,8.419461087,422.3555958,6.045847603,688.694848,6.534798282,EnhancedXylooligosaccharidesYieldsAndEnymaticHydrolyzabilityOfCellulose.xlsx,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35.98
408,30,453.15,10,0.333044695,0.84,30,0,0,19.96590909,6801.688677,8.824926195,633.5333936,6.451312711,1033.042272,6.94026339,EnhancedXylooligosaccharidesYieldsAndEnymaticHydrolyzabilityOfCellulose.xlsx,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26.37
504,30,433.15,10,1.665223473,0.84,30,0,0,19.96590909,1752.842424,7.468993992,135.9243003,4.912098116,199.9432755,5.298033704,EnhancedXylooligosaccharidesYieldsAndEnymaticHydrolyzabilityOfCellulose.xlsx,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.99
560,30,443.15,10,0.832611736,0.84,30,0,0,19.96590909,3452.866703,8.146960094,298.5902279,5.699072158,462.9771018,6.137677597,EnhancedXylooligosaccharidesYieldsAndEnymaticHydrolyzabilityOfCellulose.xlsx,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35.88
